Label,Message,Cleaned_Message
0,I though we shd go out n have some fun so bar in town or something ÛÒ sound ok?,though shd go n fun bar town something sound ok
0,I'm okay. Chasing the dream. What's good. What are you doing next.,okay chase dream good next
0,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,sorry stil fuck last nite go tobe get work
0,Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;,well not available washob nobbe last night ask nickey platt instead
0,ELLO BABE U OK?,ello babe u ok
0,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,life spend someone lifetime may meaningless moment spend someone really love mean life
0,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,wake since check stuff see true available space pls call embassy send mail
0,I'm home. Doc gave me pain meds says everything is fine.,home doc give pain med say everything fine
0,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,u sleep go take haha get spys wat online check n reply mail lor
1,"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",loan purpose homeowner tenant welcome previously refuse still help call free text back help
0,"Yeah, give me a call if you've got a minute",yeah give call get minute
0,Where are you lover ? I need you ...,lover need
0,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,know anthony bring money school fee pay rent stuff like need help friend need
0,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.",hope would send message rent due not enough reserve completely go loan need hope could balance ltgt way could get till mid march hope pay back
0,Please don't text me anymore. I have nothing else to say.,please not text anymore nothing else say
0,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,supervisor find one lor thk student not ask yet tell u aft ask
0,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min.",goodmorning today late ltdecimalgt min
0,Hi. Hope you had a good day. Have a better night.,hi hope good day well night
0,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,think one say clearly ok leave need ask go come
0,"Hmm well, night night ",hmm well night night
1,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117,ur go bahama callfreefone speak live operator claim either bahama cruise cash opt txt x
0,It's justbeen overa week since we broke up and already our brains are going to mush!,justbeen overa week since break already brain go mush
0,I dont thnk its a wrong calling between us,not thnk wrong calling we
0,"[Û_] anyway, many good evenings to u! s",anyway many good evening u
0,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",come around ltdecimalgt pm vikkyim otside nw il come tht time
1,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",updatenow xmas offer late motorola sonyericsson nokia free bluetooth double min txt orange call mobileupd calloptoutfq
0,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,call later afternoon onword mtnl service get problem south mumbai hear cannt listen
0,I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story),bruce amp fowler mom car can not park long story
0,Are you still playing with gautham?,still play gautham
0,So no messages. Had food?,message food
0,Is that what time you want me to come?,time want come
0,K..give back my thanks.,kgive back thank
1,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/Ì¼1.20 POBOXox36504W45WQ 16+",england v macedonia not miss goalsteam news txt ur national team eg england trywale scotland txt poboxoxwwq
0,Enjoy ur life. . Good night,enjoy ur life good night
0,Have a good evening! Ttyl,good evening ttyl
0,I have to take exam with march 3,take exam march
0,Aiyah ok wat as long as got improve can already wat...,aiyah ok wat long get improve already wat
0,S:-)if we have one good partnership going we will take lead:),sif one good partnership go take lead
0,did u get that message,u get message
0,U can call now...,u call
0,Tell them u have a headache and just want to use 1 hour of sick time.,tell u headache want use hour sick time
0,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL,never try alone take weight tear come ur heart fall ur eye always remember stupid friend share bslvyl
0,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,rajipls favour pls convey birthday wish nimya pls today birthday
0,What time. IÛ÷m out until prob 3 or so,time prob
0,"\Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx\""""",hi kate lovely see tonight ill phone tomorrow get sing guy give card xxx
0,"As usual..iam fine, happy &amp; doing well..:)",usualiam fine happy amp well
0,Nope watching tv at home... Not going out. V bored...,nope watch tv home go v bore
0,PS U no ur a grown up now right?,ps u ur grow right
0,"K, wat s tht incident?",k wat tht incident
0,Are u awake? Is there snow there?,u awake snow
0,She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance,good wonder will not say hi smile cope long distance
0,You intrepid duo you! Have a great time and see you both soon. ,intrepid duo great time see soon
0,Am in gobi arts college,gobi arts college
1,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,credit top urlplaceholder renewal pin tgxxrz
0,Do I? I thought I put it back in the box,think put back box
0,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,wnt buy bmw car urgentlyit vry urgentbut hv shortage ltgt lacsthere source arng dis amt ltgt lacsthat prob
0,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",hi mobile ltgt add contact list urlplaceholder great place send free sms people visit fullonsmscom
0,Easy ah?sen got selected means its good..,easy ahsen get select mean good
0,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,know lack particular dramastorm detail part worried
0,K.k.how is your business now?,kkhow business
0,Probably earlier than that if the station's where I think it is,probably early station think
0,"Sorry,in meeting I'll call later",sorryin meeting ill call later
1,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,forward hi mailbox message sms alert match please call back retrieve message match ccpmin
0,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",get another job one hospital datum analysis something start monday sure thesis got finish
1,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or å£250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",free entry grprize wkly comp chance win late nokia psp cash every wktxt great urlplaceholder
0,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts",call youcarlo isare phone vibrate act might hear text
0,"I'm not smoking while people use \wylie smokes too much\"" to justify ruining my shit""",smoke people use wylie smoke much justify ruin shit
1,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,want new video phone anytime network min text five pound per week call reply delivery tomorrow
0,Sounds great! Are you home now?,sound great home
0,K.then any other special?,kthen special
0, what number do u live at? Is it 11?,number u live
0,"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\""""",oh fuck juswoke bed boatin dock sleep wid year old spinout giv u da gossip lr xxx
1,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopå£1.50/week,knock knock txt whose enter r weekly draw gift voucher store yr choice tcs urlplaceholder age stoptxtstopweek
0,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,tessypl favor pls convey birthday wish nimyapls dnt forget today birthday shijas
0,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?",dice art class thru thank though idea time come tomorrow
0,Did u got that persons story,u get person story
0,Yeah we do totes. When u wanna?,yeah tote u wanna
0,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,sorry dai think call lot timeslil busyi call noon
0,If I was I wasn't paying attention,not pay attention
0,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",good morning love go sleep wish great day full feel well opportunity last thought babe love kiss
